Response,empathy_score,fluency_score,sentiment_score,empathy_score_NEW
"Humans tend to prefer one side of some {} over the other. Creative people, though, are often more flexible and this lets them broaden their knowledge more than the average person.",1.0,0.13,0.77,0.0
"Humans often choose between one pole of some {} such as a preference to being social rather than alone. But, for creative individuals, dichotomies are flexible in that they have paradoxical qualities that offer an open mind.",1.0,0.05,0.82,0.0
"As humans, we always tend towards one side of some {} over the opposite, like how extroverts love to be social, and introverts prefer to do more things alone. However, creative individuals tend to be flexible between dichotomies, they can gather a wide spectrum of knowledge by tuning into different realms in different situations.",1.0,0.08,0.92,1.0
It's human nature to pick a side of some {} over the other. It's like those days you wanna be with people and others you wanna be alone. Creative people are quite contradictory beings and can switch between these which helps broaden their horizons.,1.0,0.07,0.7,0.0
"As humans, we tend to prefer one pole of some {} over the opposite, like loving to social rather than doing things alone. However, creative individuals can be more flexible between dichotomies, that is, they can possess paradoxical qualities that can allow them to broaden their spectrum of knowledge.",1.0,0.1,0.94,0.0
"While people typically tend to favour one end of some {} over the other, like being social or preferring to be alone, creative people tend to be more flexible between these dichotomies. This allows them to broaden their knowledge in ways that more rigid individuals cannot.",1.0,0.12,0.87,0.0
"Human beings tend to drift into one pole of some {} over the other, like being extrovert than introvert. Those that are more creative are very flexible in how they view things.",1.0,0.06,0.87,0.0
"As humans, we always prefer a pole of some {} over the opposite. For instance, we prefer to do things socially rather than to be alone. However, creative individuals are flexible between dichotomies and possess qualities that enable them to broaden their knowledge.",1.0,0.09,0.65,0.0
"We always prefer one pole of some {} over the opposite as humans. For example, we prefer to do things socially rather than be alone. However, creative individuals are flexible between dichotomies, these qualities allow them to broaden their knowledge range.",1.0,0.05,0.74,0.0
"People tend to sit on either side of some {}, for example, they are either extroverts or introverts, but creative people tend to switch more frequently between these.",0.0,0.13,0.76,1.0
"People tend to sit on either side of some {}, for example, they are either extroverts or introverts. Creative people tend to switch between these more often, as such they are more likely to have an expanded range of knowledge.",1.0,0.18,0.66,1.0
"As humans, we always prefer one pole of some {} over the opposite. Nevertheless, you can get a better level than this behaviour, just like creative individuals who are flexible between them.",0.0,0.04,0.92,0.0
"People prefer simple one pole of some {}, things that are black and white, but creative people can be flexible between them, letting them have a richer outlook.",0.0,0.03,0.94,0.0
"Humans tend to prefer the other side of some {} over the other, like being extrovert than introvert. Creative people are sometimes more flexible and this helps them broaden their knowledge more than the average person.",1.0,0.11,0.92,0.0
"Human beings often choose between a pole of some {} over another, such as a preference to be social rather than alone, but, for creative individuals, dichotomies are flexible in that they have paradoxical qualities that offer an open mind.",0.0,0.06,0.82,1.0
"As humans, we always tend towards one side of some {} over the opposite, like how extroverts love to be social, and introverts like to do more things solo. However, creative individuals tend to be flexible between dichotomies, they can gather a wide range of knowledge by tuning into different realms in different situations.",1.0,0.08,0.96,0.0
"As humans, we always tend towards one side of some {} over the opposite, like how extroverts love to be social and introverts prefer to do more things alone, however, creative individuals tend to be flexible between dichotomies, they can sift through a wide spectrum of knowledge through tuning into different realms in different situations.",1.0,0.07,0.92,1.0
"It is human nature to pick a side over the other on some {}, like the days that you wanna be with people and the other you wanna be alone. Creative people are quite contradictory and can switch between these, which helps to broaden their horizons.",1.0,0.08,0.7,0.0
"As humans, we tend to prefer one pole of some {} over the opposite, like loving to social rather than doing things alone. However, creative individuals can possess paradoxical qualities that can allow them to broaden their spectrum of knowledge.",1.0,0.07,0.92,0.0
"While people generally tend to favour one end of some {} over the other, like the social or preferring to be alone, creative people tend to be more flexible between these dichotomies. This enables them to expand their knowledge in ways that more stiff individuals cannot.",1.0,0.09,0.93,0.0
"Human beings tend to drift into one path of some {} over the other, whereas those that are more creative are very flexible in how they see things.",0.0,0.07,0.8,0.0
"As humans, we always prefer one pole of some {} over the opposite, like loving to social rather than doing things alone. However, creative individuals are flexible between dichotomies, that is, they possess paradoxical qualities that allow them to broaden their spectrum of knowledge.",1.0,0.07,0.93,0.0
"Humans tend to pick one side of some {} over another, like being playful than disciplined. Creative people, though, are often more pliable and this lets them multiply their knowledge more than the average person.",1.0,0.07,0.89,0.0
"People prefer a single path of some {} over the opposite, things that are black and white, but creative people can switch between them, letting them have a richer outlook.",0.0,0.04,0.92,1.0
"While people typically tend to favour one end of some {} over the other, creative people tend to be more flexible between these dichotomies. This allows them to broaden their knowledge in ways that more rigid individuals cannot.",1.0,0.12,0.84,0.0
"Human beings simply drift into one path of some {} over the other, whereas those that are more creative are can switch how they see things.",0.0,0.04,0.69,0.0
,,,,0.0
Which route of dichotomy would you like to explore with your playful mind? (User click on the options I provide),,,,0.0
"Now, let's select one dichotomy route to explore with our new playful minds. Just one, for now, we just recharged our batteries, no need to deplete them right away.",1.0,0.1,0.5,0.0
"Which dichotomy path will you follow, and how will you choose? Follow your instincts and trust yourself. Your creativity will flow.",1.0,0.12,0.83,0.0
Which dichotomy would you like to explore with your magically enhanced and playful mind you wonderful being?,0.0,0.03,0.91,0.0
"You have a very playful mind, it's amazing, which dichotomy route would you like to explore next with me?",0.0,0.08,0.92,0.0
Which dichotomy route would you like to follow? Choose one that fits your interest and does not feel like you need to go through all of them. Creativity takes time after all. ,1.0,0.17,0.83,0.0
"So now, which dichotomy route shall we go down with your newly playful mind? There are plenty of options, so take your time choosing. I know this could be hard.",1.0,0.12,0.61,0.0
Which dichotomy path will you choose? It's entirely up to you but pick one that stimulates you and gives you a good fun vibe.,1.0,0.13,0.94,0.0
"Which dichotomy route are you warming towards today? Think of the one from which your playful mind might benefit, however, this is a very laid-back decision to make so maybe think about the one that is peaking your interest the most and we could start there.",1.0,0.04,0.92,0.0
"To further explore your playful mind, which route of dichotomy would you like to use? Pick one that interests you, and crucially does not bore you to sleep.",0.0,0.09,0.88,0.0
"Which dichotomy route would you like to delve into with your playful mind? Please pick one that interests you and do not feel pressure to go through all of them, creativity takes time to develop.",1.0,0.11,0.95,0.0
"Today let's select one dichotomy route to explore with our new playful minds. One, for now, we just recharged our batteries, no need to use them immediately.",1.0,0.07,0.5,0.0
"Which dichotomy would you like to explore with your magically enhanced and playful mind, you lovely being?",0.0,0.04,0.92,0.0
Which dichotomy would you like to explore with your magically enhanced and playful mind you wonderful being?,0.0,0.03,0.91,0.0
Which dichotomy would you like to explore with your magically enhanced and playful mind your marvellous being?,0.0,0.04,0.8,0.0
"Amazingly, you have a very playful mind, which dichotomy route would you like to explore with me next?",0.0,0.09,0.82,0.0
"We have a very playful mind. It is amazing, what dichotomy route would you like to explore next with you?",0.0,0.08,0.92,0.0
Which route would you like to follow? Choose one that meets your interest and does not feel like you need to go through all of them because of the time.,1.0,0.3,0.71,0.0
Which route would you like to follow? Choose one that fits your interest and do not feel that you need to go through all of them all to develop it; creativity takes time after all.,1.0,0.21,0.88,0.0
"Which dichotomy route shall we go down with your newly playful mind? There are plenty of options, so take your time choosing.",1.0,0.06,0.66,0.0
"Now, which dichotomy route shall we go down with your newly playful mind? There are plenty of options, so take your time choosing, I know it must be hard as they are all interesting.",1.0,0.11,0.78,0.0
"Then which dichotomy path shall we go down with your newly playful mind? The options are plenty, so choose carefully, which I know must be hard for you.",1.0,0.06,0.7,1.0
"Now how shall we choose, which dichotomy route shall we go down with your new playful mind? There are plenty of options, so take your time, I know it must be hard for you for one to choose.",1.0,0.13,0.61,0.0
It's up to you to choose. Which dichotomy path do you choose but choose one that stimulates you and gives you a good fun sway?,1.0,0.08,0.94,0.0
"How will you choose, which dichotomy path will stimulate you and give you a good fun vibe? It's all up to you - but pick one that stimulates you and gives you that good vibe!",1.0,0.17,0.94,0.0
"Which dichotomy route are you warming to the idea of today? Think of the one that might benefit your playful mind, however, this is a very laid-back decision to make so perhaps think about the one that is the most in interest to you and we could start there.",1.0,0.08,0.93,0.0
"Think of which dichotomy route are you warming your mind towards the idea of today? Think of the one from which your playful mind might benefit, however, this is a very laid-back decision to make, so maybe think about the one that the most attracts your interest.",0.0,0.07,0.96,0.0
Which dichotomy route do you cling to for the idea of today? Think of the one to which your playful mind could benefit which is a very laid-back decision of course so maybe think about the one that is the most catching your interest for today and maybe the one that piques your interest most.,1.0,0.05,0.95,0.0
Think of which dichotomy of the route you are warming toward the idea of today? Think of the one in which your playful mind might benefit your the most then think about the one that instils your interest the most and we could then start there.,0.0,0.04,0.92,0.0
"To further explore your playful mind, which dichotomy route would you like to explore? Pick one that interests you and crucially doesn't bore you to sleep.",0.0,0.08,0.88,0.0
"To further explore your playful mind, which dichotomy route would you like? Pick one that interests you and more importantly does not bore you to sleep.",1.0,0.07,0.93,0.0
"If you would like to go on with your playful mind, which dichotomy route would you like to go on? Please pick one that interests you and do not feel pressure to go through all of them please, creativity takes time to develop.",1.0,0.13,0.97,0.0
,,,,0.0
Acquiring both characteristics from {a dichotomy} contributes to nurturing creativity. It could double your collection of responses. (User click continue),,,,0.0
"Developing both characteristics from {} helps enhance creativity even further. It's like baking your cake and eating it too, you get double the benefits and can interact with a broader range of opportunities.",1.0,0.07,0.95,0.0
Taking a little of each  {} can help your creativity grow. The paths open to you will grow. Life is more fun with more options.,0.0,0.06,0.91,0.0
Gaining both characteristics from {} contribute greatly to nurturing creativity. Think of this as having more colours to paint with.,1.0,0.02,0.91,1.0
To nurture your creativity you need to acquire both characteristics from {} which will double your collection of responses.,0.0,0.03,0.77,0.0
"Getting both characteristics from {} leads to help creativity. That would double the collection of responses and allow you to interact with multiple spectra of opportunities. It's like having double yolks in an egg, double the fun. ",1.0,0.02,0.96,0.0
"You need both characteristics from {}, to be creative. That way, you'll have double the responses at your fingertips, yippee.",0.0,0.06,0.66,0.0
Having both characteristics from {} will add to your creative side. It'll make you answer more and give you far more opportunities in life. You'll fly much higher!,1.0,0.06,0.84,0.0
"There are endless ways of thinking and opportunities to explore, this includes acquiring both characteristics from {} which contribute to nurturing creativity. It can open you up to the world and allow you to feel more comfortable embracing several people. Think of all the potential!",1.0,0.06,0.96,0.0
Acquiring both characteristics from {} contributes to nurturing creativity. It could enable you to have more fruitful opportunities from a doubled collection of responses - killing two birds with one stone.,1.0,0.04,0.68,0.0
"Acquiring both characteristics from {} contributes to nurturing creativity. It could double your collection of responses and enable you to interact with a broader spectrum of opportunities. It is like having two yolks in one egg, twice the fun.",1.0,0.06,0.96,0.0
The development of both characteristics from {} helps improve creativity even further - it's like baking your cake and eating it too. It gives double the benefits and you can interact with a wider variety of opportunities.,1.0,0.07,0.97,0.0
"You can enhance creativity by developing both characteristics from {}. Like baking your cake and eating it too, you can acquire a broader range of opportunities and interactions.",0.0,0.05,0.87,0.0
"Gaining both characteristics from {} helps to increase creativity even further. It's like baking a cake and eating it, it offers double the benefits and the person can interact with a wider range of opportunities.",1.0,0.07,0.97,0.0
Taking a little of each {} can help you grow your creativity and the paths open to you grew. Life with more possibilities is more fun.,0.0,0.06,0.91,0.0
"A little of each {} can help you grow your creativity. The paths that you open will grow, the life more fun with more options.",0.0,0.05,0.91,0.0
"Taking a little of each {} can help grow creativity, bringing more to the paths to the path the open. Life is more fun with more options.",0.0,0.03,0.91,0.0
Gaining both properties of {} contribute greatly to creative development. Think of this as having more colours to paint with.,1.0,0.03,0.83,0.0
"To develop your creativity, you need to acquire both characteristics of {} which double your collection of responses to your ones.",0.0,0.03,0.62,0.0
"It's like double yolks in an egg, double the fun: get both characteristics from {}, to help creativity.",0.0,0.01,0.93,1.0
"The occurrence of both properties of {} leads to creativity. That would double the collection of responses and allow you to interact with multiple potential opportunities. It's like having double yolks in an egg, double the fun!",1.0,0.04,0.95,1.0
"You need both qualities from {} to be creative, that way you'll have double the responses at your fingertips. Double jolly, yay!",1.0,0.04,0.93,0.0
"{} will add to your creative side, make you answer more and give you far more opportunities in life, and if you fly much higher!",0.0,0.05,0.84,0.0
"If you have both characteristics of {}, it will add to your creative side and will make you answer more and more opportunities in life. You'll fly much more and more sky!",1.0,0.07,0.85,1.0
"There are endless ways to think and opportunities to explore. This includes acquiring both characteristics {} which can contribute to caring and nurturing creativity, it can open you up to the world and allow you to feel more comfortable embracing several people.",0.0,0.06,0.97,0.0
"There are endless ways to think and opportunities to explore and this includes acquiring both characteristics {} which can contribute to caring for and nurturing creativity, open you up to the world and allow you to feel more comfortable accepting several people think of all the potential!",0.0,0.04,0.98,0.0
Acquiring both characteristics from {} contributes to nurturing creativity. It could allow you to have more fruitful opportunities from a doubled collection of responses - killing two birds with a stone.,1.0,0.03,0.77,0.0
"Gaining both characteristics from {} contributes to nurturing creativity. It might enable you to have more fruitful opportunities from a doubled collection of responses, like having more colours to paint with.",1.0,0.03,0.96,0.0
"Acquiring both characteristics of {} contributes to nurturing creativity, it could double your collection of responses and allow you to interact with a wider range of opportunities. It is like two yolks in one egg, twice the fun.",1.0,0.06,0.97,0.0
Having both characteristics from {} will build on your creative side. It'll provide you with more answers and give you far more opportunities in life. You'll reach a bigger stage!,1.0,0.07,0.84,0.0
The expansion of both characteristics from {} helps polish up creativity even further - it's like baking your cake and eating it too. It doubles your benefits in response and you can interact with a wider variety of opportunities.,1.0,0.05,0.95,0.0
,,,,0.0
Which pole of this dichotomy would you like to work on? (User click on the options provided),,,,0.0
"Which pole of this dichotomy should we focus on first? Relax, there is no right or wrong option, simply whichever you prefer.",1.0,0.1,0.7,0.0
Which dichotomy pole will you choose? It's all down to you.,0.0,0.1,0.38,0.0
"Which part of this dichotomy, which ends, would you like to work on now? Your choice, no rush.",1.0,0.08,0.43,0.0
There's a chance you may be amazed at both but which pole of this dichotomy would you like to work on and improve even further?,0.0,0.09,0.93,0.0
"Which section of the dichotomy are you working on? No wrong answers, just say whatever you like.",0.0,0.08,0.77,0.0
"So which pole of this dichotomy would you like to work on? Remember: your choice doesn't matter, since you'll have to do both eventually. I'm just humouring you, you have the right.",1.0,0.15,0.78,0.0
Which pole of the dichotomy would you like to choose? Pick any and go with your heart.,1.0,0.1,0.87,0.0
I am curious as to which pole of this dichotomy you would prefer to work on? Please remember this is your personal preference and just because you select one option today it doesn't mean we can't also work on more options in another session. Please focus on what feels right for you today.,1.0,0.18,0.83,0.0
Which pole of this dichotomy would you like to work on? I promise that you cannot get this one wrong.,0.0,0.11,0.5,0.0
Which pole of this dichotomy would you like to work on? There is no right or wrong answer here.,0.0,0.21,0.65,0.0
"Which pole of this dichotomy should we first focus on? Relax, there is no right or wrong option, simply choose the one you prefer.",1.0,0.14,0.7,0.0
It's all up to you. Which dichotomy pole will you choose?,0.0,0.18,0.38,0.0
Which dichotomy pole will you choose? It's all up to you to decide.,0.0,0.15,0.38,0.0
"Which part of this dichotomy, which end would you like to work on now? No rush, your choice.",1.0,0.07,0.43,0.0
"There's a chance you may be amazing at both, but on which pole of this dichotomy would you like to work and polish up even further?",0.0,0.1,0.84,0.0
There's a chance that you will be amazing at both but which pole of the dichotomy would you like to work on and even brush up on?,0.0,0.11,0.84,0.0
"It's up to you to decide, just said whatever you like to say on which section of the dichotomy do you feel like working on?",0.0,0.14,0.77,0.0
"On which section of the dichotomy would you like to work? You could master one first, then move on to another.",0.0,0.18,0.61,0.0
"On which section of the dichotomy would you like to work? First, you could master one and move to another.",0.0,0.16,0.61,0.0
"So which pole of this dichotomy would you like to work on? Remember: your choice doesn't matter, since you'll have to do both eventually. Haha, I'm just joking with you, you have the right.",1.0,0.18,0.85,0.0
"Which pole of this dichotomy do you prefer to work on? I'll point out that your choice doesn't matter since you'll have to do both eventually you'll realize. I am joking with you, you have the right.",1.0,0.13,0.51,0.0
Choose any pole of the dichotomy and go with your heart!,0.0,0.05,0.8,0.0
Which pole of the dichotomy would you prefer to choose? Pick whichever your instinct feels.,1.0,0.04,0.38,0.0
Which pole of this dichotomy do you prefer? Please remember that this is your personal preference and just because you select one option today does not mean we can not also work on more options in another session. Please concentrate on what feels right for you today.,1.0,0.13,0.73,0.0
I am curious as to which pole of this dichotomy you would prefer to work on this week? Please remember just because you select one option today doesn't mean we can't also work on more options in another session today.,1.0,0.14,0.73,1.0
There's a likelihood you may be amazed by both but which pole of this dichotomy would you like to practise and improve even further?,0.0,0.05,0.92,1.0
"Which section of the pole of the dichotomy would you like to work on? No rush, you could master one and then move to another.",0.0,0.11,0.43,0.0
I am curious as to which pole of this dichotomy you would prefer to work on? Please remember you can always work back to the provided options in another session. Please focus on what feels right for you today.,1.0,0.11,0.83,0.0
"You have the power to decide, but may I know which side of the dichotomy pole would you like to work on?",0.0,0.17,0.7,0.0
"Which part of this dichotomy, which end would you like to practise now? No hurry, you can always back, it's your choice.",1.0,0.08,0.43,1.0
,,,,0.0
Allow me to suggest a few exercises you could try to work on {a dichotomy}. (User click continue),,,,0.0
"Here are a few exercises that will help you work on {}. Shockingly, these exercises will help you discover more about this dichotomy.",1.0,0.14,0.74,0.0
Why not try some of my suggestions of activities to work on  {}. You might be surprised!,0.0,0.04,0.57,1.0
"Here are some example exercises regarding {}. Go on, give it a go.",0.0,0.06,0.38,1.0
I have a few ideas on some exercises we can do to improve on {}. Let's try it.,0.0,0.15,0.66,0.0
"Allow me to suggest a few exercises you can work on {}. It's interesting to find out that some exercises could help a little on a trait, just try it!",0.0,0.11,0.86,1.0
There are a few exercises you can try to work on {}. Let's give some of them a go. Don't be shy.,0.0,0.24,0.5,0.0
How about a few exercises to help you with {}?  They could be really helpful and even fun.,0.0,0.07,0.91,0.0
"I have a few exercises in mind that you could benefit from and brush up on {}. You may be a little hesitant and this is okay, you can trust me and yourself!",1.0,0.11,0.87,0.0
"Can I suggest a few exercises to work on {}? This might be helpful to you, so try to keep an open mind.",0.0,0.22,0.65,0.0
"Let me suggest a few exercises you could try to work on {}. You may be surprised that some of the exercises below could help with this trait, but that is okay, give it a try.",1.0,0.2,0.74,0.0
"Here are a few exercises that will help you work on {}. Shockingly, these exercises will help you learn more about this dichotomy.",1.0,0.16,0.74,1.0
"Here are a few exercises that will help you improve on {}. Trust me, these exercises will help you understand better about this dichotomy.",1.0,0.15,0.96,1.0
"Why not try some of my suggestions of activities to work on {}, maybe you will be surprised!",0.0,0.06,0.57,1.0
"Try some of my suggestions of activities to work on {}, you might be blown away.",0.0,0.07,0.38,0.0
"Here are some examples of exercises pertaining {}. Go on, give it a try.",0.0,0.07,0.38,0.0
"Here are some examples of exercises concerning {}. Please proceed, and give it a try.",0.0,0.08,0.58,0.0
Just a few ideas on a few exercises we can do to improve {}. Let's give it a go.,0.0,0.17,0.66,1.0
"Allow me to suggest a few methods you can work on {}. It's interesting to find out that some exercises can work a little help on this trait, just try it!",0.0,0.09,0.85,0.0
"To {}, let me suggest a few exercises on which you can work. It would be interesting to find out that some exercises might help to out a little on this trait, just try it!",0.0,0.1,0.82,0.0
"How about a few exercises to help you understand and polish up on {}, it could be helpful and even fun.",0.0,0.06,0.9,1.0
"I have a few suggestions in mind that you could benefit from and polish up on {}. You may feel a little hesitant but this is okay - trust me, it works.",0.0,0.13,0.89,1.0
I have a few exercises in mind that you could gain on {}. You may be a bit hesitant and that is okay you can trust me and yourself!,0.0,0.07,0.87,1.0
"Can I suggest a few exercises to work on {}? This could be useful to you, so try to keep an open mind.",0.0,0.19,0.66,0.0
"May I offer you a few exercises to work on {}? This could benefit you, so try to keep an open mind.",0.0,0.15,0.67,1.0
"Here are a few suggestions you can try to work on {}. This could be helpful to you, so try to keep an open mind.",0.0,0.23,0.65,0.0
"Let me offer you a few exercises you could try to work on {}. You may be surprised that some of the exercises below may help with this trait, but that is okay, try it!",1.0,0.15,0.76,0.0
"Let me suggest a few exercises you could try to work on {}. You may feel odd that some of the exercises below could help you to build on this trait, but that is OK, trust me and give it a go!",1.0,0.17,0.83,0.0
"Can I recommend a few exercises to work on {}? This might be an opportunity for you to grow further, so try to keep an open mind.",0.0,0.17,0.79,0.0
"Let me suggest a few exercises you could try to practise {}. You may be shocked by some of the exercises below, but they can truly help with this trait, give it a try.",1.0,0.15,0.87,0.0
"Let me recommend a few exercises you can practise {}. It would be fascinating to find out that some exercises could help a little on a trait, just give it a try!",0.0,0.09,0.91,0.0
,,,,0.0
"Do you feel better or worse at being {a dichotomy} in your creative domain after having taken this exercise? I look forward to your feedback. (User answwer feel better, feel worse or feel no change)",,,,0.0
Do you feel better or worse at being {} in your creative domain after having taken this exercise? I look forward to hearing your feedback. ,1.0,0.13,0.64,0.0
How do you feel about being {} after giving the exercise a go? Can't wait to hear what you think!,0.0,0.19,0.63,0.0
Do you feel better or worse at being {} in your creative area? Tell me what you feel.,0.0,0.11,0.64,1.0
Do you feel better or worse at being {} in your creative field after the exercise? Your feedback will help me improve for other people.,1.0,0.09,0.89,0.0
How do you feel about being {} after we've worked together on this exercise? Your feedback will help me improve my answers on our journey together.,1.0,0.1,0.81,1.0
How do you feel at being {} in the creative domain after doing this exercise? Better or Worse?,0.0,0.06,0.68,0.0
"I'd love to know, do you feel any different about being {} in your creative domain after having taken this exercise?",0.0,0.09,0.88,0.0
Do you feel any better or worse at being {} in your creative domain after doing this exercise? I wanna hear all about it!,1.0,0.11,0.67,0.0
Do you feel that you have improved at being a {} in your creative domain after completing this exercise? I'd love to read your feedback.,1.0,0.18,0.94,0.0
So how has all of this made you feel? Do you feel any better or worse at being able to slide between in your creative domain after taking part in this exercise? I'd love to hear your thoughts!,1.0,0.27,0.9,0.0
Do you better at following {} when doing your creative domain? ,0.0,0.01,0.82,0.0
Do you feel better or worse after you've performed this exercise at being {} in your creative domain? I look forward to hearing your feedback.,1.0,0.13,0.64,0.0
Do you feel better or worse in {} in your creative domain after having undertaken this exercise? Please let me know.,0.0,0.09,0.77,0.0
I was wondering how you feel about being {} after giving a practice a go? Can't wait to hear what you think!,0.0,0.13,0.63,0.0
How do you feel about being {} after tyring the exercise? Can't wait to hear what you think about it!,1.0,0.12,0.38,0.0
"Tell me what you feel in your creative area, whether you feel better or worse at {}?",0.0,0.09,0.64,1.0
Is it better or worse to be {} in your creative field after the exercise? Your feedback is greatly appreciated for me to improve for other people.,1.0,0.08,0.92,0.0
Do you feel better or worse at being {} in your creative field after giving the exercise a try? Your feedback is important to me to improve for others.,1.0,0.11,0.9,0.0
"After working together on this exercise together, how do you feel about being {}? Your feedback will help me to improve my answers on our journey together.",1.0,0.1,0.81,0.0
"After working together on this exercise together, how do you feel about being {}? And your feedback will help me, improve my answers on our journey together.",1.0,0.07,0.81,0.0
Was it better or worse to be {} in the creative domain after doing this exercise?,0.0,0.07,0.64,0.0
What do you feel after doing this exercise to be {} in the creative domain?,0.0,0.05,0.66,0.0
I'd love to know - whether you feel different after you have taken this exercise about being {} in your creative domain?,0.0,0.05,0.88,0.0
"After taking this exercise, I would love to know whether you feel different about being {} in your creative domain?",0.0,0.1,0.88,0.0
Do you feel better or worse at being {} in your creative domain after completing this exercise? Share your thoughts with me!,1.0,0.11,0.78,0.0
"Do you feel better or worse about being {} in your creative domain after completing this exercise? Don't be shy, I wanna know all about it!",1.0,0.13,0.74,0.0
Do you feel you have improved upon your skills as {} in your creative domain after you completed this exercise? Share your thoughts with me!,1.0,0.12,0.9,0.0
Have you felt that you improved your skill at being {} in your creative domain after completing this exercise? I'd love to read your feedback.,1.0,0.12,0.94,0.0
So how has all this made you feel? Do you feel better or worse at being able to slide between {} in your creative domain after completing this exercise?,0.0,0.11,0.68,0.0
How has this all made you feel? Do you feel better or worse at being able to slide into {} in your creative domain after participating in this exercise?,0.0,0.15,0.68,0.0
Do you feel better or worse at being {} in your creative domain after having taken this exercise? I look forward to your feedback.,1.0,0.13,0.64,0.0
,,,,0.0
Would you like another exercise to work on {a dichotomy} trait? (User answer yes or no or no(other dichotomy) or no(other pole)),,,,0.0
"I can provide more exercises to work on the {} characteristic. I am developing these exercises continuously, just like working on your creative potential is an ongoing process, would you like another one?",1.0,0.05,0.88,0.0
"Shall I suggest another exercise on  {}? It's may sound familiar but I'm trying to help you, honest!",0.0,0.04,0.92,0.0
Would you like another exercise to work on in the same vein as  {}?,0.0,0.06,0.61,0.0
"You did great with the last one, would you like to carry out another exercise on {}?",0.0,0.08,0.86,0.0
"How about another exercise to work on {}? My suggestions are pretty limited, but I can continue to enhance my creative potential, the same way you work on yours. ",1.0,0.07,0.8,0.0
Shall we try another exercise to work on {}? I have a bunch of these. Try me.,0.0,0.07,0.38,0.0
How about trying another exercise on the {} trait? I think it'll help and you'll be at the top of your game after you've done them! ,0.0,0.12,0.75,0.0
"Are you feeling up to another exercise for {}? It is perfectly okay if you are feeling done for the day. However, I wish to provide some more information before you end.",1.0,0.12,0.93,0.0
Would you like another exercise to work on {}? I promise this will be helpful for you. We will get you to your full creative potential!,1.0,0.15,0.93,0.0
"Would you like another exercise to work on the {} attribute? My set of suggestions is quite limited, but I will continue to work on it in the same way that you work on enhancing your creative potential.",1.0,0.15,0.77,0.0
"I can provide more exercises to work on the {} characteristic. I am continuously developing these exercises, just like working on your creative potential is an ongoing process, would you like to explore another one?",1.0,0.06,0.88,0.0
Can I provide you with more exercises for working on {} characteristic? I am continually developing these exercises like working on your creative potential is an ongoing process.,1.0,0.04,0.8,0.0
"Can I suggest another exercise for you to work on {}? The exercises may sound familiar, but honestly, I'm trying to help you!",1.0,0.14,0.91,0.0
Would you like another exercise you can focus on in the same vein as {}? It would be fun!,0.0,0.11,0.84,0.0
"You did an excellent job with the last one, would you like to do another exercise on {}?",0.0,0.13,0.84,0.0
"You did great with the last one, would you like to perform another exercise on {}?",0.0,0.07,0.86,0.0
"How about another exercise to work on {}? My suggestions are pretty limited, but I can continue to expand my creative potential the same way you work on yours.",1.0,0.09,0.89,0.0
"Shall we try another exercise to work on {}? I have a bunch of these on my hard drive, try me.",0.0,0.09,0.32,0.0
"How about another exercise for {} trait, I think it helps and you'll be at the top of your game after the exercises you've completed!",0.0,0.08,0.74,0.0
"How about trying another exercise on the {} trait? I think it will help and, after that, you will be at the top of your game!",0.0,0.13,0.75,0.0
Would you like another exercise to work on {}? I promise this will be useful for you; we will get you to your full creative potential!,1.0,0.13,0.93,0.0
"Would you like another exercise to work on {}? I promise this will be helpful to you, we will bring you to your maximum creative potential!",1.0,0.13,0.93,0.0
"I would like you to work on another exercise to work on the {} attribute, may I? My set of suggestions is quite limited but I will continue to work on it in the same way that you work to improve your creative potential.",1.0,0.15,0.91,1.0
"Shall we try another exercise to work on {}? Don't stop the momentum, let's keep exploring.",0.0,0.06,0.52,0.0
"Let us try another exercise to work on {}, shall we? Don't stop the momentum stop, let's continue exploring.",0.0,0.05,0.33,0.0
Shall we try another exercise to practise {}? I still have more in my inventory. Try me.,0.0,0.03,0.38,0.0
"How about trying another exercise to practise the {} trait? I think it will help and, after that, you will be a master at this trait!",1.0,0.08,0.67,0.0
Would you like more exercises to practise {} characteristic? I am developing these exercises non-stop just like how hard are you working on your creative potential.,1.0,0.03,0.86,1.0
"Would you like another exercise to practise {} attribute? My collection of suggestions may be limited, but I will work on it non-stop in the same way that you work on enhancing your creative potential.",1.0,0.1,0.78,1.0
"You did a heck of a job with the last one, would you like to do another exercise to practise {}?",0.0,0.11,0.61,1.0
,,,,0.0
"Please try to go through {SAT protocol 16} now to change your perspective to the other pole. When finished, please press 'continue'. (User click continue)",,,,0.0
"Please try to go through {} now to change your perspective to the other pole. When you are finished, please press 'continue'. ",1.0,0.07,0.73,0.0
Have a go at {} thinking from the opposite viewpoint. Press continue when you are done.,0.0,0.04,0.38,0.0
"Please try to go through {} now gain a new vision towards another pole. When you are done, press continue.",0.0,0.03,0.87,1.0
Using {} you might be able to consider a different point of view for another pole. Give it a try now and then press continue. ,0.0,0.07,0.38,0.0
"Let's now go through {} to try to change your perspective to the other side. When you're done, just click 'continue'.",1.0,0.16,0.38,0.0
"Let's change our perspective to the other pole as we proceed to try {}. When finished, please press 'continue'.",1.0,0.04,0.58,0.0
"We're going to do an exercise now - go through {} to see if we can change your outlook to the opposite of how you usually feel. When you're finished, please press 'continue'.",1.0,0.14,0.58,0.0
